"","scope 1 emissions","scope 2 emissions","total emissions","emissions quality flag","s1 lower bound","s1 upper bound","s1 mean","tot lower bound","tot upper bound","tot mean","co2 emissions per capita","latitude","longitude","region","population","city area km","average annual temperature celcius","gdp-ppp per capita","ngdp","ngdp per capita","energy per person co2","center of commerce index","urbanization ratio","mean one-way travel time","average diesel price","average gasoline price","household size","congestion rank","economy rank","environment rank","governance rank","human capital rank","international impact rank","mobility and transportation rank","public management rank","social cohesion rank","technology rank","urban planning rank","CIMI","CIMI Ranking","exports","production","natgas exports","C4H waste per capita","C4H waste plus natgas per capita","corrected C4H waste plus natgas per capita"
"134",57719912,12074228,69794140,"A",56407018.0058544,56806629.8351689,56606823.9205116,68481246.0058544,68880857.8351689,68681051.9205116,NA,37.483,126.633333,"East Asia",3002645,1029.43,12.7,34355,49,18400.300413068,NA,NA,NA,42.7,1.37,1.55,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0109325943,0.0157162134,0.0157162134
"135",726155.11,1434209.86,2160364.98,"A",NA,NA,NA,NA,NA,NA,NA,39.791,-86.148,"North America",855164,936.1000857,11.7,57511,92,52154.1950113379,NA,NA,NA,22.8,0.97,0.86,2.5,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"136",1145839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.723481,75.860184,"South Asia",1994397,389.8,NA,NA,4,1913875.59808612,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",590282,699338,1298620,"A",516968.939252976,553899.619237846,535434.279245411,1225306.93925298,1262237.61923785,1243772.27924541,NA,41.66,-91.5342,"North America",74398,64.7756499,10.5,NA,8.879,NA,NA,NA,NA,16.4,0.97,0.86,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"138",37199137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.00824,28.978359,"North Africa, Middle East, West Asia",15029231,5343,NA,24867,188.2,17182.507075687,NA,36.14,66.841,NA,1.9,2.06,3.5,17,92,134,159,136,6,124,68,152,54,87,57.39,104,NA,NA,NA,NA,NA,NA
"139",50287659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.41842,27.14283,"North Africa, Middle East, West Asia",4273677,7340,NA,19885.9910581222,45,15833919.7748065,NA,NA,NA,NA,1.9,2.06,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",7610894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.926,75.8235,"South Asia",3046189,484.64,NA,NA,6,2008032.12851406,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,27780000,"D",NA,NA,NA,23757076.8633623,24702253.4109391,24229665.1371507,NA,-6.2,106.816667,"Southeast Asia",10075310,664.12,29,9984,70.7,7358.45129059117,NA,35.4,45.937,42.1,0.8,0.93,4.5,22,126,160,122,127,85,159,36,165,50,174,44.81,156,3.178e+10,7.5e+10,0.42,0.0109098013,0.0167237797,0.0142602033
"142",2353555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7833,35.2167,"North Africa, Middle East, West Asia",882652,125.156,NA,NA,34.5154778575964,NA,NA,NA,NA,NA,2.08,1.88,NA,NA,96,78,54,153,97,134,123,103,116,113,56.46,108,NA,NA,NA,NA,NA,NA
"143",495170.672101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.365305620079,46.8,130.316666667,"East Asia",881711,882.5,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",815447.132719,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49194801888,35.2430555556,113.223055556,"East Asia",865413,413.8,NA,NA,4,4624.27745665,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2348914.71091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.944832,43.8666666667,126.55,"East Asia",1975121,3663.9,NA,NA,15,7591.09311741,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",7731542.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,36.6666666667,116.983333333,"East Asia",4693700,3304,NA,NA,43.2,9963.099631,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",778879.269628,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.322290158086,30.3333333333,112.216666667,"East Asia",1154086,1562.2,NA,NA,4,3466.20450607,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",918688.574202,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613918948728,41.1166666667,121.133333333,"East Asia",1091799,535,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",476065.669992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389216009608,45.3,130.966666667,"East Asia",862959,2208.5,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",9068358,15661031,24716713,"A",7205878.22192942,7436752.97671216,7321315.59932079,22854233.2219294,23085107.9767122,22969670.5993208,NA,-26.204,28.045556,"Africa",4434827,1644.98,20,16370,45,11958.5437151209,NA,42.04,59.256,45.66,1.17,1.19,3.37,44,154,150,94,146,150,153,46,169,108,149,44.88,155,0,1,0,0.0122306776,0.0139613383,0.0139613383
"151",404.65,39.14,443.79,"A",NA,NA,NA,NA,NA,NA,NA,38.343,26.553367,"North Africa, Middle East, West Asia",NA,0.23,19,NA,NA,NA,NA,NA,NA,NA,1.9,2.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1e+07,6.32e+08,0.05,0.0255910407,0.0296417873,0.0294430956
"152",882357.931934,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.532027760302,34.8,114.3,"East Asia",826961,546.4,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",43502687.67,15253076.46,58755764.13,"A",42341483.7956896,42497347.1879453,42419415.4918175,57594560.2556896,57750423.6479453,57672491.9518175,NA,22.633,120.266667,"East Asia",2778918,2951.85,25.1,40534,54,19417.4757281553,NA,NA,NA,NA,0.98,0.98,2.65,NA,133,166,112,137,96,144,134,82,14,165,47.24,141,0,1,0,0.0129213814,0.0149246533,0.0149246533
"154",162378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2919,99.5047,"Southeast Asia",60100,17.5,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2061435,1938439,3999874,"A",1877409.88050777,1970110.59069358,1923760.23560068,3815848.88050777,3908549.59069358,3862199.23560068,NA,35.973,-83.942222,"North America",186239,255.1658148,15.2,44697,31,44285.7142857143,NA,NA,NA,19.7,0.97,0.86,2.14,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"156",1099038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.18,75.83,"South Asia",1001694,527,NA,NA,1.96483808876787,NA,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2649621.63815,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610821812854,25.0666666667,102.683333333,"East Asia",4575000,4615,NA,NA,21,5923.83638928,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",7684000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.011636,135.768029,"East Asia",1474811,827.83,NA,NA,NA,NA,NA,NA,85.978,28.6,1.1,1.38,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",1152922.4,273611.4,1426533.8,"A",336961.198587457,1003296.90259928,670129.050593369,610572.598587457,1276908.30259928,943740.450593369,NA,-16.5,-68.15,"Latin America & Caribbean",877363,472,13,NA,NA,NA,NA,NA,NA,NA,0.54,0.7,3.66,NA,160,139,161,158,157,139,79,147,122,179,39.25,170,1.786e+10,4.897e+10,0.36,0.0067681954,0.0542131962,0.0369093834
"160",29426266,NA,29426266,"E",25804083.982,26810899.5064,26307491.7442,25804083.982,26810899.5064,26307491.7442,NA,6.455,3.384082,"Africa",2.1e+07,2706.7,30,NA,28,2595.47645532073,NA,NA,NA,NA,0.84,0.56,NA,NA,110,171,162,173,179,168,28,176,179,180,32.87,179,2.5e+10,3.136e+10,0.8,0.0044479022,0.0128907997,0.0061601735
"161",717200,157607,874807,"A",535968.516244541,540363.310277675,538165.913261108,693575.516244541,697970.310277675,695772.913261108,NA,60.983,25.65,"Europe",118885,459.43,4,NA,NA,NA,NA,NA,NA,19,1.78,1.89,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0528714133,0.0541853882,0.0541853882
"162",NA,NA,402364,"D",NA,NA,NA,383015.902854,392762.30242775,387889.102640875,NA,42.235,-87.850833,"North America",19388,44.4960282,8.8,NA,NA,NA,NA,NA,NA,29.9,0.97,0.86,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"163",553900,1173960,1727860,"A",404464.784453219,479741.195881073,442102.990167146,1578424.78445322,1653701.19588107,1616062.99016715,NA,39.705,-105.081389,"North America",154393,111.0587712,10.8,NA,NA,NA,NA,NA,NA,25.8,0.97,0.86,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"164",120403.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.315,99.5027,"Southeast Asia",58074,22.17,NA,NA,NA,NA,NA,NA,NA,NA,0.9,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",364183,214442,578625,"A",304266.312064,334448.710744,319357.511404,518708.312064,548890.710744,533799.511404,NA,40.04,-76.304444,"North America",59218,18.7256277,11.5,NA,24.125,NA,NA,NA,NA,20.7,0.97,0.86,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"166",2649039.26064,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.960298554765,36.0333333333,103.8,"East Asia",2177130,1088,NA,NA,14,5327.24505327,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",11002925,18654205,29657130,"A",NA,NA,NA,NA,NA,NA,NA,36.175,-115.136389,"North America",632912,351.7724418,21,45744,88,44556.9620253164,NA,NA,NA,25.3,0.97,0.86,2.77,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"168",456843,45730,499573,"A",NA,NA,NA,NA,NA,NA,NA,46.52,6.6335,"Europe",135629,41.38,12,NA,NA,NA,NA,NA,NA,36.8,1.79,1.74,2,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0038276228,0.007949217,0.007949217
"169",NA,NA,1719600,"D",NA,NA,NA,NA,NA,NA,NA,52.633,-1.133333,"Europe",348343,73.32,9.9,NA,21.03297,30747.0342730588,NA,NA,79.007,41.8,1.99,1.92,2.6,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.055e+10,4.099e+10,0.26,0.0181362582,0.0260463068,0.0240104197
"170",94311876.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.13,-101.69,"Latin America & Caribbean",1436733,1219.67,NA,NA,NA,NA,NA,NA,NA,NA,1.02,1.03,NA,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",584207.552929,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562260826104,41.2666666667,123.183333333,"East Asia",527850,210,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",12378734,15432105,27810839,"A",9927850.36643148,11005730.4756541,10466790.4210428,25359955.3664315,26437835.4756541,25898895.4210428,NA,-12.043,-77.028333,"Latin America & Caribbean",8693387,2672.3,18,16530,77.3,8438.86462882096,NA,NA,NA,47.86,1.17,1.46,NA,NA,84,137,55,118,64,118,83,135,124,142,54.61,116,0,1,0,0.0056007279,0.0099975944,0.0099975944
"173",5723315.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2654,35.05,118.35,"East Asia",2303648,2293.3,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",1023910,910451,1934361,"A",NA,NA,NA,NA,NA,NA,NA,38.714,-9.139444,"Europe",545245,100.05,17.3,32434,98.7112,34480.3712978413,NA,46.46,57.575,39.32,1.64,1.89,2.2,261,71,44,39,99,22,110,92,60,86,58,69.42,52,0,1,0,0.0311275785,0.0361368851,0.0361368851
"175",1053120.72358,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486007416917,24.3166666667,109.383333333,"East Asia",1436599,NA,NA,NA,6,4376.36761488,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",1829808,904042,2733850,"B",1689928.5243046,1711791.31001871,1700859.91716165,2593970.5243046,2615833.31001871,2604901.91716165,NA,46.056,14.508333,"Europe",279756,163.8,NA,NA,21.44869,36911.5771757219,NA,NA,50.469,26.08,1.68,1.78,2.3,339,102,9,88,86,117,75,124,23,94,79,65.58,70,0,1,0,0.0146194223,0.0173276943,0.0173276943
"177",2771000,299000,3070000,"A",1999317.15275,2278965.4115,2139141.282125,2298317.15275,2577965.4115,2438141.282125,NA,42.984,-81.2497,"North America",383822,420.35,7.9,NA,NA,NA,NA,NA,NA,21.1,1.16,1.17,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.796e+10,1.515e+11,0.51,0.046860437,0.1017275144,0.0734936045
"178",47552,9691,57243,"A",NA,NA,NA,NA,NA,NA,NA,37.371,-122.1375,"North America",8501,22.791912,14.3,NA,NA,NA,NA,NA,NA,23.9,0.97,0.86,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"179",19595119,9429688,29024807,"C",15671710.3628169,17648086.0229419,16659898.1928794,25101398.3628169,27077774.0229419,26089586.1928794,NA,34.05,-118.25,"North America",3976322,1213.8506133,18,65082,731.8,56905.132192846,8.8,55.73,80.731,28.6,0.97,0.86,2.84,1,5,130,11,5,36,130,13,126,15,36,80.82,18,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"180",2534080.92912,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877344,34.6697222222,112.442222222,"East Asia",1926079,810.4,NA,NA,12,6230.52959502,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",7191700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7454,4.84195,"Europe",1354476,533.68,NA,NA,87.80433,45554.7075718774,NA,NA,81.555,NA,1.63,1.79,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",6795577,3250803,10257048,"A",5550192.46823987,5644411.40253136,5597301.93538561,9011663.46823987,9105882.40253136,9058772.93538561,NA,40.383,-3.716667,"Europe",3207247,605.77,15,39288,259,40348.9640130862,NA,58.34,76.701,31.21,1.55,1.63,2.5,80,57,52,48,43,15,6,50,66,59,31,77,28,0,1,0,0.0130245903,0.0140906081,0.0140906081
"183",NA,NA,1400000,"D",NA,NA,NA,NA,NA,NA,NA,52.133,11.616667,"Europe",235723,200.95,9.7,NA,NA,NA,NA,NA,NA,23.6,1.58,1.8,1.8,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81e+09,2.222e+10,0.4,0.0079727498,0.0111077293,0.0098647424
"184",462586,1197784,1660370,"A",338124.01314557,348620.651608776,343372.332377173,1535908.01314557,1546404.65160878,1541156.33237717,NA,14.55,121.03,"Southeast Asia",582602,21.73,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0076935557,0.0084021612,0.0084021612
"185",775422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.969634,112.633156,"Southeast Asia",887443,145.28,NA,NA,60.1476016590434,NA,NA,NA,NA,NA,0.8,0.93,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",9587290,5302028,14889318,"C",7730420.1820808,8184704.3358448,7957562.2589628,13032448.1820808,13486732.3358448,13259590.2589628,NA,53.467,-2.233333,"Europe",2547700,1280,9.5,35029,82,31696.9462698106,NA,NA,79.007,42.9,1.99,1.92,2.32,82,52,73,22,25,103,125,63,37,100,76,68.59,57,1.055e+10,4.099e+10,0.26,0.0181362582,0.0260463068,0.0240104197
"187",785326,3587094,4372420,"A",655280.79596414,678018.796639157,666649.796301649,4242374.79596414,4265112.79663916,4253743.79630165,NA,-37.814,144.963056,"Oceania",138000,38,15,40244,221.4,54344.6244477172,NA,49.93,88.182,37.32,1.28,1.23,2.1,NA,26,60,5,38,50,22,23,28,29,15,82.06,14,3.161e+10,6.264e+10,0.5,0.0277933709,0.039682077,0.0336826837
"188",16842493.45,6812617.51,23655110.96,"A",12529046.6333425,14883902.5592124,13706474.5962774,19341664.1433425,21696520.0692124,20519092.1062774,NA,19.433,-99.133333,"Latin America & Caribbean",8874724,1485.49,16,19239,255.1,12680.8172192673,3.7,43.33,76.308,75,1.02,1.03,3.4,14,38,138,29,81,56,33,71,154,73,83,62.22,87,2.973e+09,7.8e+09,0.38,0.0078818986,0.0231951974,0.0173584747
"189",3728678,2248100,5976779,"A",NA,NA,NA,NA,NA,NA,NA,45.467,9.183333,"Europe",1350000,182,15.5,41147,358,44777.9862414009,NA,54.73,67.588,26.7,2.01,2.14,1.8,137,56,46,79,35,23,15,69,71,61,14,73.66,38,6.8e+07,7.8e+09,0.01,0.0113831309,0.0151458624,0.0151130591
"190",2890572,1904136,4794708,"A",2483930.42092742,2688771.82124887,2586351.12108814,4388066.42092742,4592907.82124887,4490487.12108814,NA,44.983,-93.266667,"North America",413651,139.7817603,7.9,60544,181,54948.3910139648,18.28,NA,80.731,22.7,0.97,0.86,2.27,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
"191",49910,46598,96508,"A",NA,NA,NA,NA,NA,NA,NA,38.65,-8.983333,"Europe",66029,55.26,17.5,NA,NA,NA,NA,NA,NA,36.86701308699,1.64,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.0311275785,0.0361368851,0.0361368851
"192",13634331,88611,13722942,"A",9752290.92169859,11159093.9265385,10455692.4241185,9840901.92169859,11247704.9265385,10544303.4241185,NA,45.5,-73.566667,"North America",1704694,431.5,6.8,38867,151,39129.3081109096,NA,51.6,80.122,29.7,1.16,1.17,2.8,27,29,65,8,54,52,90,32,46,47,34,76.49,31,7.796e+10,1.515e+11,0.51,0.046860437,0.1017275144,0.0734936045
"193",1289214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-29.6179,30.3825,"Africa",618536,634,NA,NA,NA,NA,NA,NA,59.256,NA,1.17,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",744132.012381,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462093915341,44.55,129.633333333,"East Asia",965154,2495,NA,NA,4,4145.07772021,NA,NA,NA,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",243527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.62178,123.194824,"Southeast Asia",115750,101.97,NA,NA,NA,NA,NA,NA,NA,NA,0.82,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",7690000,5730000,13420000,"A",7506123.40128279,7529624.57875489,7517873.99001884,13236123.4012828,13259624.5787549,13247873.9900188,NA,35.183,136.9,"East Asia",2215062,326.45,16.1,40144,444,49653.3214046075,NA,NA,NA,30.7,1.1,1.38,2.17,NA,51,38,113,14,147,100,64,32,155,128,63.71,81,0,1,0,0.0025182088,0.0028872234,0.0028872234
"197",1534552.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.15,79.09,"South Asia",2497870,227.36,NA,NA,4.71982024568673,NA,NA,NA,NA,NA,0.91,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2484926.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,28.6833333333,115.883333333,"East Asia",2357839,617,NA,NA,5,2631.57894737,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,2150000,"D",NA,NA,NA,1997781.966284,2085974.46353,2041878.214907,NA,48.694,6.1846,"Europe",260665,142.3,10.5,NA,NA,NA,NA,NA,NA,24,1.63,1.79,1.9,820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7e+08,1.566e+09,0.49,0.0086287785,0.032012112,0.0205145598
"200",9689288.42149,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55322211,32.05,118.766666667,"East Asia",8335000,6587.02,NA,NA,68.5,9559.02874686,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",3640328.08198,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01732512932,22.8166666667,108.316666667,"East Asia",4037000,NA,NA,NA,20,5819.02822229,NA,NA,42.522,NA,1.09,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2076210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.2181,-1.5528,"Europe",612782,537.7,NA,36011,32.9961,37081.602654008,NA,NA,81.555,NA,1.63,1.79,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",6680194,5801169,12481363,"A",6002247.66073028,6343755.96835472,6173001.8145425,11803416.6607303,12144924.9683547,11974170.8145425,NA,36.155,-86.761944,"North America",660388,1230.5819487,15.1,53193,73,45710.7075767063,NA,NA,NA,24.1,0.97,0.86,2.4,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.287e+10,7.662e+11,0.06,0.0176989817,0.0367294791,0.0356646952
